basic_tfactortx_id;basic_gene_symbol;basic_ensembl_gene_id;basic_hgnc_id;basic_ncbi_gene_id;basic_protein_name;basic_uniprot_id;basic_jaspar_url;basic_open_targets_url;basic_tf_superclass;basic_tf_class;basic_tf_family;sort_disease_ot_ard_aging_sum_rank;sort_disease_ot_ard_aging_overall_rank;sort_disease_ot_total_assoc_score_rank;sort_disease_ot_ard_total_assoc_count_score_rank;sort_aging_summary_total_db_entries_count_rank;sort_dev_summary_dev_level_category;disease_ot_total_assoc_count;disease_ot_total_assoc_score;disease_ot_total_assoc_count_rank;disease_ot_total_assoc_score_rank;disease_ot_lowconf_count;disease_ot_lowconf_score;disease_ot_lowconf_count_rank;disease_ot_lowconf_score_rank;disease_ot_modconf_count;disease_ot_modconf_score;disease_ot_modconf_count_rank;disease_ot_modconf_score_rank;disease_ot_hiconf_count;disease_ot_hiconf_score;disease_ot_hiconf_count_rank;disease_ot_hiconf_score_rank;disease_ot_ard_disease_count;disease_ot_ard_total_score;disease_ot_ard_disease_count_rank;disease_ot_ard_total_score_rank;disease_ot_ard_strongest_linked_disease;disease_age-related hearing impairment;disease_age-related hearing impairment_rank;disease_age-related macular degeneration;disease_age-related macular degeneration_rank;disease_Alzheimer disease;disease_Alzheimer disease_rank;disease_atherosclerosis;disease_atherosclerosis_rank;disease_benign prostatic hyperplasia;disease_benign prostatic hyperplasia_rank;disease_cancer;disease_cancer_rank;disease_chronic obstructive pulmonary disease;disease_chronic obstructive pulmonary disease_rank;disease_heart failure;disease_heart failure_rank;disease_Ischemic stroke;disease_Ischemic stroke_rank;disease_myocardial infarction;disease_myocardial infarction_rank;disease_non-alcoholic fatty liver disease;disease_non-alcoholic fatty liver disease_rank;disease_osteoarthritis;disease_osteoarthritis_rank;disease_Osteoporosis;disease_Osteoporosis_rank;disease_Parkinson disease;disease_Parkinson disease_rank;disease_sarcopenia;disease_sarcopenia_rank;disease_type 2 diabetes mellitus;disease_type 2 diabetes mellitus_rank;aging_summary_total_db_entries_count;aging_summary_total_db_entries_count_norm;aging_summary_human;aging_summary_mm_influence;aging_summary_ce_influence;aging_summary_dm_influence;aging_PMID35343830_ce;aging_PMID35343830_dm;aging_PMID35343830_mm;aging_PMID35343830_human;aging_hagr_genage_human_inclusion;aging_hagr_genage_ce_influence;aging_hagr_genage_dm_influence;aging_hagr_genage_mm_influence;aging_hagr_cellage_effect;aging_hagr_longevitymap_entries;aging_agingreg_human_influence;aging_senequest_total_entries;aging_opengenes_ce_influence;aging_opengenes_dm_influence;aging_opengenes_mm_influence;aging_opengenes_human_longevity_assoc;dev_summary_total_db_entries_count;dev_summary_dev_level_category;dev_summary_dev_level_category_note;dev_pharos_tcrd_tdl;dev_dgidb_all_drugs;dev_dgidb_MOA_drugs;dev_ttd_approved_drugs;dev_chembl_target_id;dev_chembl_target_name;dev_chembl_target_type;dev_chembl_compounds;dev_chembl_activites;dev_chembl_drug_count;dev_chembl_max_phase;dev_chembl_modality_list;dev_chembl_first_approval_min
TFTX_0619;NKX2-5;ENSG00000183072;HGNC:2488;1482;Homeobox protein Nkx-2.5 (Cardiac-specific homeobox) (Homeobox protein CSX) (Homeobox protein NK-2 homolog E);P52952;https://jaspar.elixir.no/search?q=P52952;https://platform.opentargets.org/target/ENSG00000183072;3 Helix-turn-helix domains;3.1 Homeo domain factors;3.1.2 NK;1116;322;132;546;407;3_Medium to Low;568;40.07;157;132;522;19.77;142;88;34;12.47;263;244;12;7.84;34;33;8;0.15;270;546;Atherosclerosis;0;43;0;213;0.001478319;861;0.055693631;34;0.004250168;198;0.032089865;574;0;526;0.023929582;72;0.004434958;162;0.02574591;105;0;352;0;353;0.001478319;284;0;497;0;134;0;694;1;0.08;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;2;#N/A;#N/A;#N/A;#N/A;3;3_Medium to Low;"DGIDB indicates drugs with known MOA but a ""Medium"" development level (drugs in or en route to the clinic) not supported by the other databases (at most Tbio and no further information).";Tbio;11;10;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0989;TRPS1;ENSG00000104447;HGNC:12340;7227;Zinc finger transcription factor Trps1 (Tricho-rhino-phalangeal syndrome type I protein) (Zinc finger protein GC79);Q9UHF7;https://jaspar.elixir.no/search?q=Q9UHF7;https://platform.opentargets.org/target/ENSG00000104447;2 Zinc-coordinating DNA-binding domains;2.2 Other C4 zinc finger-type factors;2.2.1 C4-GATA-related;659;140;18;203;407;5_None;646;89.39;114;18;441;9.38;190;282;168;59.9;21;17;37;20.11;6;6;8;0.55;270;203;Type 2 Diabetes Mellitus;0;43;0;213;0.00842821;540;0;430;0.011826555;116;0.059442289;347;0.003695799;395;0;358;0.010348236;104;0.002217479;321;0;352;0;353;0.002217479;263;0;497;0;134;0.455738069;33;1;0.08;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;2;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0048;ATF6B;ENSG00000213676;HGNC:2349;1388;Cyclic AMP-dependent transcription factor ATF-6 beta (cAMP-dependent transcription factor ATF-6 beta) (Activating transcription factor 6 beta) (ATF6-beta) (Protein G13) (cAMP response element-binding protein-related protein) (Creb-rp) (cAMP-responsive element-binding protein-like 1) [Cleaved into: Processed cyclic AMP-dependent transcription factor ATF-6 beta];Q99941;#N/A;https://platform.opentargets.org/target/ENSG00000213676;1 Basic domains;1.1 Basic leucine zipper factors (bZIP);1.1.7 CREB-related;2358;869;1320;856;127;3_Medium to Low;72;1.07;909;1320;71;0.74;867;1211;1;0.33;1201;1276;#N/A;#N/A;#N/A;#N/A;8;0.05;270;856;Cancer;0;43;0.008315547;118;0.009978656;495;0;430;0;288;0.016187187;793;0.005913278;350;0.005543698;192;0;251;0;378;0.001478319;315;0;353;0;327;0;497;0.004065378;62;0.001478319;653;2;0.15;Y;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;3;3_Medium to Low;"DGIDB indicates drugs with known MOA but a ""Medium"" development level (drugs in or en route to the clinic) not supported by the other databases (at most Tbio and no further information).";Tbio;4;4;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0575;NANOG;ENSG00000111704;HGNC:20857;79923;Homeobox protein NANOG (Homeobox transcription factor Nanog) (hNanog);Q9H9S0;#N/A;https://platform.opentargets.org/target/ENSG00000111704;3 Helix-turn-helix domains;3.1 Homeo domain factors;3.1.2 NK;1265;369;717;465;127;5_None;420;6.47;227;717;418;5.8;197;457;2;0.67;1069;1105;#N/A;#N/A;#N/A;#N/A;8;0.19;270;465;Cancer;0;43;0;213;0.047942055;247;0;430;0.010409833;126;0.107250648;88;0;526;0.004434958;209;0;251;0;378;0.001478319;315;0;353;0.003695799;213;0.004619748;343;0;134;0.013630926;411;2;0.15;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Inhibits;#N/A;Pro-Longevity;7;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0381;HOXA7;ENSG00000122592;HGNC:5108;3204;Homeobox protein Hox-A7 (Homeobox protein Hox 1.1) (Homeobox protein Hox-1A);P31268;https://jaspar.elixir.no/search?q=P31268;https://platform.opentargets.org/target/ENSG00000122592;3 Helix-turn-helix domains;3.1 Homeo domain factors;3.1.1 HOX;2070;723;1032;600;407;4_Low;157;2.7;616;1032;155;2.11;564;839;2;0.59;1069;1137;#N/A;#N/A;#N/A;#N/A;8;0.12;270;600;Cancer;0;43;0;213;0;923;0.002587059;340;0.017000673;89;0.073487535;276;0.022913951;178;0.002217479;276;0;251;0;378;0.002217479;298;0;353;0.002587059;256;0.001478319;450;0;134;0;694;1;0.08;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;2;4_Low;Possibly targetable with +/- conflicting evidence across databases (e.g. Pharos TDL at least Tchem and/or DGIDB ALL >0) but no indication of drugs with known MOA.;Tbio;1;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0507;MAFK;ENSG00000198517;HGNC:6782;7975;Transcription factor MafK (Erythroid transcription factor NF-E2 p18 subunit);O60675;https://jaspar.elixir.no/search?q=O60675;https://platform.opentargets.org/target/ENSG00000198517;1 Basic domains;1.1 Basic leucine zipper factors (bZIP);1.1.3 Maf-related;2041;713;864;739;407;4_Low;237;4.48;430;864;234;3.54;391;638;3;0.94;967;992;#N/A;#N/A;#N/A;#N/A;8;0.08;270;739;Type 2 Diabetes Mellitus;0;43;0;213;0.004866135;650;0.001478319;389;0.002217479;241;0.023717352;682;0;526;0.003695799;228;0;251;0.002217479;321;0.003695799;246;0;353;0;327;0;497;0;134;0.041076813;266;1;0.08;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;2;4_Low;Possibly targetable with +/- conflicting evidence across databases (e.g. Pharos TDL at least Tchem and/or DGIDB ALL >0) but no indication of drugs with known MOA.;Tbio;1;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1197;ZNF253;ENSG00000256771;HGNC:13497;56242;Zinc finger protein 253 (Bone marrow zinc finger 1) (BMZF-1) (Zinc finger protein 411);O75346;#N/A;https://platform.opentargets.org/target/ENSG00000256771;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.0 Uncharacterized/Undefined;3243;1360;1145;930;1161;5_None;228;1.95;442;1145;225;1.15;408;1058;3;0.8;967;1047;#N/A;#N/A;#N/A;#N/A;8;0.04;270;930;Cancer;0;43;0;213;0.00502122;642;0.002012157;376;0.001478319;262;0.014906444;823;0;526;0.001478319;307;0;251;0.002956639;294;0;352;0;353;0;327;0.00311063;405;0;134;0.007761177;470;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0831;SMAD5;ENSG00000113658;HGNC:6771;4090;Mothers against decapentaplegic homolog 5 (MAD homolog 5) (Mothers against DPP homolog 5) (JV5-1) (SMAD family member 5) (SMAD 5) (Smad5) (hSmad5);Q99717;https://jaspar.elixir.no/search?q=Q99717;https://platform.opentargets.org/target/ENSG00000113658;7 beta-Hairpin exposed by an alpha/beta-scaffold;7.1 SMAD/NF-1 DNA-binding domain factors;7.1.1 SMAD;1658;537;840;735;127;5_None;200;4.68;501;840;196;3.63;456;628;4;1.05;889;972;#N/A;#N/A;#N/A;#N/A;8;0.08;270;735;Cancer;0.004434958;25;0;213;0.001847899;847;0.001478319;389;0;288;0.022625858;702;0.009609076;290;0;358;0;251;0;378;0;352;0;353;0.016355789;79;0.020696472;221;0;134;0.006344454;503;2;0.15;Y;#N/A;#N/A;Unclear;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Unclear;#N/A;Induces;#N/A;#N/A;3;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0551;MXD1;ENSG00000059728;HGNC:6761;4084;Max dimerization protein 1 (Max dimerizer 1) (Protein MAD);Q05195;#N/A;https://platform.opentargets.org/target/ENSG00000059728;1 Basic domains;1.2 Basic helix-loop-helix factors (bHLH);1.2.6 bHLH-ZIP;1679;548;846;802;25;5_None;206;4.65;485;846;202;3.03;444;687;4;1.62;889;823;#N/A;#N/A;#N/A;#N/A;8;0.07;270;802;Chronic Obstructive Pulmonary Disease;0;43;0;213;0.010633223;489;0.002217479;350;0;288;0.018538072;760;0.02457706;171;0.002217479;276;0;251;0.002217479;321;0.001478319;315;0;353;0;327;0.004250168;355;0;134;0;694;5;0.38;Y;#N/A;Unclear;Unclear;#N/A;#N/A;#N/A;#N/A;functional;Anti-Longevity;Unclear;#N/A;#N/A;#N/A;#N/A;4;Unclear;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0480;LBX1;ENSG00000138136;HGNC:16960;10660;Transcription factor LBX1 (Ladybird homeobox protein homolog 1);P52954;https://jaspar.elixir.no/search?q=P52954;https://platform.opentargets.org/target/ENSG00000138136;3 Helix-turn-helix domains;3.1 Homeo domain factors;3.1.2 NK;2875;1139;877;830;1161;5_None;300;4.32;354;877;296;2.91;313;701;4;1.4;889;879;#N/A;#N/A;#N/A;#N/A;8;0.06;270;830;Cancer;0;43;0;213;0.004920134;648;0.003028502;321;0;288;0.034708777;548;0;526;0.002956639;259;0;251;0;378;0;352;0.005790084;225;0;327;0.001847899;445;0.002217479;91;0.003582871;608;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0565;MYOG;ENSG00000122180;HGNC:7612;4656;Myogenin (Class C basic helix-loop-helix protein 3) (bHLHc3) (Myogenic factor 4) (Myf-4);P15173;https://jaspar.elixir.no/search?q=P15173;https://platform.opentargets.org/target/ENSG00000122180;1 Basic domains;1.2 Basic helix-loop-helix factors (bHLH);1.2.2 MyoD-ASC-related;2411;896;690;553;1161;5_None;335;7;297;690;330;5.38;268;481;5;1.61;804;825;#N/A;#N/A;#N/A;#N/A;8;0.14;270;553;Cancer;0;43;0.010348236;102;0.007083614;588;0;430;0;288;0.071527706;289;0.02640522;160;0.005926213;188;0;251;0.005543698;230;0;352;0;353;0;327;0;497;0.009528827;32;0.006181005;506;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0592;NFATC4;ENSG00000100968;HGNC:7778;4776;Nuclear factor of activated T-cells, cytoplasmic 4 (NF-ATc4) (NFATc4) (T-cell transcription factor NFAT3) (NF-AT3);Q14934;https://jaspar.elixir.no/search?q=Q14934;https://platform.opentargets.org/target/ENSG00000100968;6 Immunoglobulin fold;6.1 Rel homology region (RHR) factors;6.1.3 NFAT-related;1871;632;862;571;407;5_None;157;4.49;616;862;151;2.62;579;757;6;1.86;734;765;#N/A;#N/A;#N/A;#N/A;8;0.14;270;571;Type 2 Diabetes Mellitus;0;43;0;213;0.023130633;351;0;430;0;288;0.037921981;504;0;526;0.002843712;267;0;251;0.001478319;351;0;352;0.007945967;194;0.005174118;183;0.003695799;365;0;134;0.052986048;236;1;0.08;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;3;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0750;PRRX2;ENSG00000167157;HGNC:21338;51450;Paired mesoderm homeobox protein 2 (Paired-related homeobox protein 2) (PRX-2);Q99811;https://jaspar.elixir.no/search?q=Q99811;https://platform.opentargets.org/target/ENSG00000167157;3 Helix-turn-helix domains;3.1 Homeo domain factors;3.1.3 Paired-related HD;1707;563;1045;224;407;5_None;152;2.6;633;1045;146;1.26;595;1033;6;1.34;734;898;#N/A;#N/A;#N/A;#N/A;8;0.52;270;224;Alzheimer Disease;0;43;0;213;0.217278602;129;0;430;0;288;0.010667004;927;0;526;0.001478319;307;0.002012157;212;0.034535184;80;0;352;0;353;0.028529512;43;0.215915238;97;0;134;0.005543698;514;1;0.08;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0713;POU2F2;ENSG00000028277;HGNC:9213;5452;POU domain, class 2, transcription factor 2 (Lymphoid-restricted immunoglobulin octamer-binding protein NF-A2) (Octamer-binding protein 2) (Oct-2) (Octamer-binding transcription factor 2) (OTF-2);P09086;https://jaspar.elixir.no/search?q=P09086;https://platform.opentargets.org/target/ENSG00000028277;3 Helix-turn-helix domains;3.1 Homeo domain factors;3.1.10 POU;1153;333;599;372;127;4_Low;311;8.52;341;599;304;6.56;304;403;7;1.96;698;749;#N/A;#N/A;#N/A;#N/A;8;0.28;270;372;Alzheimer Disease;0;43;0;213;0.220600669;125;0;430;0;288;0.023325595;689;0.001478319;494;0;358;0.002217479;199;0;378;0;352;0.007391597;201;0.007391597;152;0.004065378;359;0;134;0.018464392;368;2;0.15;Y;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;4;#N/A;#N/A;#N/A;#N/A;2;4_Low;Possibly targetable with +/- conflicting evidence across databases (e.g. Pharos TDL at least Tchem and/or DGIDB ALL >0) but no indication of drugs with known MOA.;Tbio;1;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0248;FOXD3;ENSG00000187140;HGNC:3804;27022;Forkhead box protein D3 (HNF3/FH transcription factor genesis);Q9UJU5;https://jaspar.elixir.no/search?q=Q9UJU5;https://platform.opentargets.org/target/ENSG00000187140;3 Helix-turn-helix domains;3.3 Fork head / winged helix factors;3.3.1 FOX;1495;464;699;358;407;5_None;155;6.77;624;699;146;3.55;595;635;9;3.22;626;595;#N/A;#N/A;#N/A;#N/A;8;0.3;270;358;Non-Alcoholic Fatty Liver Disease;0;43;0;213;0.001478319;861;0;430;0;288;0.036154428;528;0.002217479;473;0;358;0.003695799;177;0;378;0.125282632;13;0;353;0.001478319;284;0.009609076;286;0;134;0.124728262;163;1;0.08;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0284;FOXQ1;ENSG00000164379;HGNC:20951;94234;Forkhead box protein Q1 (HNF-3/forkhead-like protein 1) (HFH-1) (Hepatocyte nuclear factor 3 forkhead homolog 1);Q9C009;#N/A;https://platform.opentargets.org/target/ENSG00000164379;3 Helix-turn-helix domains;3.3 Fork head / winged helix factors;3.3.1 FOX;1046;288;520;443;127;5_None;271;10.09;382;520;261;7.19;357;370;10;2.9;596;631;#N/A;#N/A;#N/A;#N/A;8;0.21;270;443;Cancer;0;43;0;213;0.083891635;194;0.011641765;186;0;288;0.091088157;162;0.001478319;494;0;358;0;251;0;378;0;352;0.007391597;201;0.001478319;284;0.001478319;450;0;134;0.01631038;386;2;0.15;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Inhibits;#N/A;Pro-Longevity;4;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0060;BATF;ENSG00000156127;HGNC:958;10538;Basic leucine zipper transcriptional factor ATF-like (B-cell-activating transcription factor) (B-ATF) (SF-HT-activated gene 2 protein) (SFA-2);Q16520;https://jaspar.elixir.no/search?q=Q16520;https://platform.opentargets.org/target/ENSG00000156127;1 Basic domains;1.1 Basic leucine zipper factors (bZIP);1.1.4 B-ATF-related;2179;780;442;569;1161;5_None;312;13;338;442;299;8.95;310;295;13;4.05;511;522;#N/A;#N/A;#N/A;#N/A;8;0.14;270;569;Cancer;0;43;0;213;0.036403616;282;0.004784006;282;0;288;0.064293857;321;0.001478319;494;0;358;0;251;0.003695799;268;0.019587732;116;0.002587059;290;0;327;0;497;0;134;0.003695799;563;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0636;NR1D2;ENSG00000174738;HGNC:7963;9975;Nuclear receptor subfamily 1 group D member 2 (Orphan nuclear hormone receptor BD73) (Rev-erb alpha-related receptor) (RVR) (Rev-erb-beta) (V-erbA-related protein 1-related) (EAR-1R);Q14995;https://jaspar.elixir.no/search?q=Q14995;https://platform.opentargets.org/target/ENSG00000174738;2 Zinc-coordinating DNA-binding domains;2.1 Nuclear receptors with C4 zinc fingers;2.1.2 Thyroid hormone receptor-related factors;1265;369;532;551;127;4_Low;219;9.87;458;532;205;5.96;438;445;14;3.91;485;531;#N/A;#N/A;#N/A;#N/A;8;0.15;270;551;Cancer;0;43;0;213;0.004065378;700;0.002104552;375;0;288;0.069828874;292;0.007391597;320;0.004434958;209;0;251;0.001478319;351;0;352;0;353;0;327;0.001478319;450;0;134;0.055258145;233;2;0.15;Y;#N/A;Unclear;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Unclear;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;4_Low;Possibly targetable with +/- conflicting evidence across databases (e.g. Pharos TDL at least Tchem and/or DGIDB ALL >0) but no indication of drugs with known MOA.;Tchem;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0075;BHLHE41;ENSG00000123095;HGNC:16617;79365;Class E basic helix-loop-helix protein 41 (bHLHe41) (Class B basic helix-loop-helix protein 3) (bHLHb3) (Differentially expressed in chondrocytes protein 2) (hDEC2) (Enhancer-of-split and hairy-related protein 1) (SHARP-1);Q9C0J9;https://jaspar.elixir.no/search?q=Q9C0J9;https://platform.opentargets.org/target/ENSG00000123095;1 Basic domains;1.2 Basic helix-loop-helix factors (bHLH);1.2.4 Hairy-related;1140;329;632;326;407;5_None;222;7.92;453;632;207;3.99;436;595;15;3.92;467;526;#N/A;#N/A;#N/A;#N/A;8;0.35;270;326;Chronic Obstructive Pulmonary Disease;0;43;0;213;0.008759659;533;0;430;0;288;0.036728514;524;0.255207193;29;0;358;0;251;0.002956639;294;0;352;0.002217479;296;0.036957985;35;0.001478319;450;0;134;0.004619748;535;1;0.08;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;3;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0213;ETS2;ENSG00000157557;HGNC:3489;2114;Protein C-ets-2;P15036;https://jaspar.elixir.no/search?q=P15036;https://platform.opentargets.org/target/ENSG00000157557;3 Helix-turn-helix domains;3.5 Tryptophan cluster factors;3.5.2 Ets-related;798;195;407;339;62;3_Medium to Low;287;14.24;365;407;262;7.92;356;336;25;6.32;328;389;#N/A;#N/A;#N/A;#N/A;8;0.33;270;339;Benign Prostatic Hyperplasia;0;43;0;213;0.034432568;291;0.005523166;267;0.182020144;22;0.076888191;254;0.009511548;293;0.012592818;116;0;251;0;378;0;352;0.008133841;188;0;327;0;497;0.004434958;55;0;694;3;0.23;Y;#N/A;Pro-Longevity;#N/A;#N/A;#N/A;#N/A;Unclear;#N/A;Pro-Longevity;#N/A;#N/A;Induces;#N/A;#N/A;6;#N/A;#N/A;#N/A;#N/A;3;3_Medium to Low;"DGIDB indicates drugs with known MOA but a ""Medium"" development level (drugs in or en route to the clinic) not supported by the other databases (at most Tbio and no further information).";Tbio;5;1;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0218;ETV4;ENSG00000175832;HGNC:3493;2118;ETS translocation variant 4 (Adenovirus E1A enhancer-binding protein) (E1A-F) (Polyomavirus enhancer activator 3 homolog) (Protein PEA3);P43268;https://jaspar.elixir.no/search?q=P43268;https://platform.opentargets.org/target/ENSG00000175832;3 Helix-turn-helix domains;3.5 Tryptophan cluster factors;3.5.2 Ets-related;700;151;179;83;407;3_Medium to Low;349;31.53;280;179;282;12.06;332;207;67;19.47;146;162;#N/A;#N/A;#N/A;#N/A;8;0.93;270;83;Benign Prostatic Hyperplasia;0;43;0;213;0.205959619;135;0;430;0.371237831;7;0.106018937;91;0.009557746;291;0;358;0;251;0;378;0.024022691;101;0.007391597;201;0;327;0.204046889;101;0;134;0.002217479;630;1;0.08;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;3;#N/A;#N/A;#N/A;#N/A;3;3_Medium to Low;"DGIDB indicates drugs with known MOA but a ""Medium"" development level (drugs in or en route to the clinic) not supported by the other databases (at most Tbio and no further information).";Tbio;2;1;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
