Gene Name;Overall Rank;All Diseases Rank;ARDs Rank;Strongest Linked ARD;Aging Rank;Human Link Y/N;M. musculus Link;C. elegans Link;D. melanogaster Link;Development Level;Pharos TDL
SPIC;955;753;1356;Cancer;407;No;None;Anti-Longevity;None;None;Tbio
HIC2;956;937;1173;Cancer;407;Yes;None;None;None;None;Tbio
ZNF467;957;1028;1085;Osteoporosis;407;Yes;None;None;None;None;Tdark
THAP12;958;1079;1038;Alzheimer Disease;407;Yes;None;None;None;None;Tbio
ZNF777;958;1113;1004;Type 2 Diabetes Mellitus;407;Yes;None;None;None;None;Tdark
ZNF668;960;798;566;Parkinson Disease;1161;No;None;None;None;None;Tbio
ZNF746;961;970;395;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
ZNF35;962;974;1148;Cancer;407;No;None;None;Anti-Longevity;None;Tbio
ZNF267;963;1343;1060;Cancer;127;Yes;None;None;Anti-Longevity;None;Tbio
ZNF488;964;1134;990;Cancer;407;Yes;None;None;None;None;Tdark
ZNF208;965;947;424;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tdark
ZNF573;966;1022;1106;Alzheimer Disease;407;No;None;None;Anti-Longevity;None;Tdark
VAX1;967;825;1307;Cancer;407;Yes;None;None;None;None;Tbio
EN2;968;787;592;Benign Prostatic Hyperplasia;1161;No;None;None;None;Medium to Low;Tbio
KDM2A;969;608;775;Cancer;1161;No;None;None;None;Low;Tchem
PRDM15;969;1029;354;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
RBAK;971;1223;1195;Cancer;127;Yes;None;None;Anti-Longevity;None;Tbio
SOX15;971;1049;1089;Cancer;407;Yes;None;None;None;None;Tbio
ALX3;973;692;693;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
ZBTB2;973;1020;1119;Cancer;407;Yes;None;None;None;None;Tbio
ZNF107;975;1275;1145;Chronic Obstructive Pulmonary Disease;127;Yes;None;None;Anti-Longevity;None;Tdark
HMX1;976;964;1181;Cancer;407;Yes;None;None;None;None;Tbio
SP140L;977;830;1318;Cancer;407;Yes;None;None;None;None;Tdark
ZFP28;978;960;1469;None;127;Yes;None;None;Anti-Longevity;None;Tbio
BHLHE22;979;479;917;Cancer;1161;No;None;None;None;None;Tbio
FOXH1;980;492;907;Chronic Obstructive Pulmonary Disease;1161;No;None;None;None;None;Tbio
ZNF654;981;878;522;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tdark
ZXDC;982;1309;1126;Cancer;127;Yes;None;Pro-Longevity;None;None;Tbio
HOXD1;983;677;725;Cancer;1161;No;None;None;None;Medium to Low;Tbio
ZNF16;983;1322;1114;Cancer;127;Yes;None;None;Anti-Longevity;None;Tbio
ZNF699;983;1203;1233;Cancer;127;Yes;None;None;Anti-Longevity;None;Tbio
ZNF112;986;737;1422;Cancer;407;No;None;None;Anti-Longevity;None;Tdark
ZNF460;986;1369;1070;Alzheimer Disease;127;Yes;None;None;Anti-Longevity;None;Tbio
ZNF594;988;1495;952;Alzheimer Disease;127;Yes;None;None;Anti-Longevity;None;Tdark
ZNF197;989;1196;972;Cancer;407;No;None;None;Anti-Longevity;None;Tdark
ZIC4;990;303;1116;Cancer;1161;No;None;None;None;Low;Tbio
ZNF713;991;1112;1063;Type 2 Diabetes Mellitus;407;Yes;None;None;None;None;Tdark
CENPT;992;1009;1167;Alzheimer Disease;407;Yes;None;None;None;None;Tbio
ZNF319;992;1274;902;Chronic Obstructive Pulmonary Disease;407;Yes;None;None;None;None;Tdark
ZNF710;994;1035;1142;Myocardial Infarction;407;Yes;None;None;None;None;Tdark
POU6F2;995;477;947;Cancer;1161;No;None;None;None;None;Tbio
TLX2;995;932;492;Cancer;1161;No;None;None;None;Medium to Low;Tbio
ZNF12;997;949;1232;Cancer;407;No;None;None;Anti-Longevity;None;Tbio
TBR1;998;418;1011;Cancer;1161;No;None;None;None;None;Tbio
ADNP2;999;1110;1079;Alzheimer Disease;407;Yes;None;None;None;None;Tdark
EMX1;1000;1026;1164;Cancer;407;No;None;Pro-Longevity;None;Medium to Low;Tbio
ETV3;1001;1014;1177;Type 2 Diabetes Mellitus;407;Yes;None;None;None;Medium to Low;Tbio
CENPS;1002;1222;979;Cancer;407;Yes;None;None;None;None;Tbio
TFAP2E;1002;1176;1025;Osteoarthritis;407;Yes;None;None;None;None;Tbio
ZNF397;1004;1382;1101;Cancer;127;Yes;None;None;Anti-Longevity;None;Tbio
DEAF1;1005;655;796;Cancer;1161;No;None;None;None;None;Tbio
ZNF787;1005;999;1206;Alzheimer Disease;407;Yes;None;None;None;None;Tdark
LHX1;1007;996;1212;Cancer;407;No;None;Pro-Longevity;None;None;Tbio
IRX6;1008;944;1266;Cancer;407;Yes;None;None;None;None;Tbio
MYPOP;1009;897;560;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tdark
ZNF14;1010;995;1217;Cancer;407;No;None;None;Anti-Longevity;None;Tdark
ZNF470;1010;1023;1469;None;127;Yes;None;None;Anti-Longevity;None;Tdark
AHCTF1;1012;1096;1118;Cancer;407;No;None;Anti-Longevity;None;None;Tbio
TBX19;1013;867;1348;Cancer;407;Yes;None;None;None;None;Tbio
EVX1;1014;868;599;Benign Prostatic Hyperplasia;1161;No;None;None;None;None;Tbio
MYF6;1014;796;671;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
NOBOX;1014;799;1422;Cancer;407;No;None;Pro-Longevity;None;None;Tbio
ZKSCAN7;1014;1162;1059;Cancer;407;Yes;None;None;None;None;Tbio
ZNF706;1018;1151;1071;Cancer;407;Yes;None;None;None;None;Tdark
PCGF6;1019;948;1276;Cancer;407;Yes;None;None;None;None;Tbio
ZNF560;1020;1317;1188;Cancer;127;Yes;None;None;Anti-Longevity;None;Tdark
GLIS1;1021;668;805;Cancer;1161;No;None;None;None;None;Tbio
ZNF627;1022;1117;1111;Myocardial Infarction;407;Yes;None;None;None;None;Tdark
MBD4;1023;789;686;Cancer;1161;No;None;None;None;Low;Tbio
ZNF3;1023;1192;1037;Cancer;407;Yes;None;None;None;None;Tbio
ZNF592;1023;871;604;Heart Failure;1161;No;None;None;None;None;Tbio
ZNF837;1023;1255;220;Alzheimer Disease;1161;No;None;None;None;None;Tdark
ZNF263;1027;1345;885;Cancer;407;No;None;None;Anti-Longevity;None;Tbio
ZNF275;1028;1046;1469;None;127;Yes;None;None;Anti-Longevity;None;Tdark
ZNF22;1029;1027;1213;Cancer;407;Yes;None;None;None;None;Tbio
ZNF513;1029;844;1396;Cancer;407;Yes;None;None;None;None;Tbio
DMTF1;1031;1229;1014;Cancer;407;Yes;None;None;None;None;Tbio
HOXD12;1031;237;1252;Cancer;1161;No;None;None;None;None;Tbio
ZSCAN21;1033;958;1289;Parkinson Disease;407;No;None;None;Anti-Longevity;None;Tbio
ZNF804A;1034;317;1178;Alzheimer Disease;1161;No;None;None;None;Low;Tbio
ONECUT2;1035;630;866;Cancer;1161;No;None;None;None;None;Tbio
ZNF90;1035;781;1469;None;407;Yes;None;None;None;None;Tbio
FOXE3;1037;149;1348;Cancer;1161;No;None;None;None;None;Tbio
ZNF320;1038;1153;1099;Cancer;407;No;None;None;Anti-Longevity;None;Tdark
ZNF554;1039;1038;1216;Cancer;407;Yes;None;None;None;None;Tdark
REXO4;1040;1337;926;Cancer;407;Yes;None;None;None;None;Tbio
MZF1;1041;817;694;Cancer;1161;No;None;None;None;None;Tbio
ZNF483;1042;972;1296;Cancer;407;Yes;None;None;None;None;Tdark
ZNF716;1043;943;573;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tdark
ZNF493;1044;1082;1469;None;127;Yes;None;None;Anti-Longevity;None;Tdark
ZBTB11;1045;993;527;Cancer;1161;No;None;None;None;None;Tbio
ZNF383;1046;1284;991;Alzheimer Disease;407;Yes;None;None;None;None;Tdark
GLI4;1047;982;1296;Chronic Obstructive Pulmonary Disease;407;Yes;None;None;None;Medium to Low;Tbio
ZNF92;1047;1053;471;Alzheimer Disease;1161;No;None;None;None;None;Tbio
ZNF528;1049;1520;1039;Osteoporosis;127;Yes;None;None;Anti-Longevity;None;Tdark
NKX1-1;1050;1170;356;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tdark
ZSCAN4;1050;1410;870;Cancer;407;Yes;None;None;None;None;Tbio
FLYWCH1;1052;1233;1049;Alzheimer Disease;407;Yes;None;None;None;None;Tbio
ZNF484;1053;1160;1405;Cancer;127;Yes;None;None;Anti-Longevity;None;Tbio
ZNF85;1054;1288;1280;Cancer;127;Yes;None;None;Anti-Longevity;None;Tbio
ZBTB10;1055;261;1275;Cancer;1161;No;None;None;None;None;Tbio
ZNF549;1055;1590;700;Chronic Obstructive Pulmonary Disease;407;No;None;None;Anti-Longevity;None;Tdark
ZGPAT;1057;723;815;Cancer;1161;No;None;None;None;None;Tbio
CCDC17;1058;1111;433;Age-Related Hearing Impairment;1161;No;None;None;None;None;Tdark
HOXD4;1059;803;743;Cancer;1161;No;None;None;None;None;Tbio
POGK;1060;1013;1288;Alzheimer Disease;407;Yes;None;None;None;None;Tdark
ZNF568;1060;1060;1241;Cancer;407;No;None;None;Anti-Longevity;Low;Tdark
ZNF518A;1062;946;1356;Alzheimer Disease;407;Yes;None;None;None;None;Tdark
ZNF93;1063;1181;1122;Cancer;407;Yes;None;None;None;None;Tbio
TLX3;1064;335;1215;Cancer;1161;No;None;None;None;None;Tbio
FEV;1065;474;1077;Cancer;1161;No;None;None;None;None;Tbio
ZNF618;1066;913;1393;Cancer;407;Yes;None;None;None;None;Tdark
HAND1;1067;784;777;Alzheimer Disease;1161;No;None;None;None;None;Tbio
ISX;1067;423;1138;Cancer;1161;No;None;None;None;None;Tbio
ZNF697;1069;1051;1265;Type 2 Diabetes Mellitus;407;Yes;None;None;None;Low;Tdark
ZNF415;1070;1531;788;Cancer;407;No;None;None;Anti-Longevity;None;Tdark
MYT1L;1071;434;1133;Alzheimer Disease;1161;Yes;None;None;None;Low;Tbio
OLIG3;1071;617;950;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
ZNF135;1071;1569;1032;Cancer;127;Yes;None;None;Anti-Longevity;None;Tbio
DPF1;1074;987;1337;Cancer;407;Yes;None;None;None;None;Tbio
GSX2;1075;915;1413;Cancer;407;Yes;None;None;None;None;Tbio
HMX3;1076;1126;1218;Cancer;407;Yes;None;None;None;None;Tbio
ZSCAN25;1077;1115;1233;Cancer;407;No;None;None;Anti-Longevity;Low;Tdark
VAX2;1078;1158;1193;Cancer;407;Yes;None;None;None;None;Tbio
ZNF540;1078;1361;1270;Cancer;127;Yes;None;None;Anti-Longevity;None;Tbio
CENPB;1080;700;898;Cancer;1161;No;None;None;None;None;Tbio
DMRT3;1081;833;767;Cancer;1161;No;None;None;None;None;Tbio
ZNF442;1082;1477;878;Type 2 Diabetes Mellitus;407;No;None;None;Anti-Longevity;None;Tdark
ZNF354C;1083;1215;1422;Cancer;127;Yes;None;None;Anti-Longevity;None;Tdark
ZNF350;1084;1431;928;Cancer;407;Yes;None;None;None;None;Tbio
ZBED5;1085;1135;1225;Alzheimer Disease;407;Yes;None;None;None;None;Tdark
NAIF1;1086;1395;967;Parkinson Disease;407;Yes;None;None;None;None;Tbio
ZBTB3;1086;1562;800;Cancer;407;Yes;None;None;None;None;Tdark
ZSCAN10;1088;922;690;Age-Related Macular Degeneration;1161;No;None;None;None;None;Tdark
NFX1;1089;1446;922;Cancer;407;Yes;None;None;None;None;Tbio
ZNF182;1089;899;1469;None;407;No;None;None;Anti-Longevity;None;Tbio
ZNF71;1091;1091;1279;Cancer;407;No;None;None;Anti-Longevity;None;Tbio
ZNF43;1092;1374;1278;Cancer;127;Yes;None;None;Anti-Longevity;None;Tdark
ZNF74;1092;1296;1356;Alzheimer Disease;127;Yes;None;None;Anti-Longevity;None;Tbio
SNAI3;1094;1241;1134;Cancer;407;No;None;None;Anti-Longevity;None;Tbio
THAP11;1095;1259;1120;Cancer;407;Yes;None;None;None;None;Tbio
ZFP30;1095;1159;1220;Non-Alcoholic Fatty Liver Disease;407;Yes;None;None;None;None;Tdark
ZNF786;1095;1190;1469;None;127;Yes;None;None;Anti-Longevity;None;Tdark
ZNF83;1095;1559;1100;Cancer;127;Yes;None;None;Anti-Longevity;None;Tdark
ZNF205;1099;1216;1169;Cancer;407;No;None;None;Anti-Longevity;None;Tbio
ZNF597;1100;1062;1331;Cancer;407;Yes;None;None;None;None;Tbio
ZNF155;1101;925;1469;None;407;No;None;None;Unclear;None;Tdark
HKR1;1102;1193;1202;Alzheimer Disease;407;No;None;None;Anti-Longevity;None;Tbio
ZNF316;1102;926;1469;None;407;No;None;None;Anti-Longevity;None;Tdark
ZNF33A;1104;1204;1194;Cancer;407;No;None;None;Anti-Longevity;None;Tbio
ISL2;1105;795;850;Alzheimer Disease;1161;No;None;None;None;None;Tbio
ZNF595;1105;1154;1245;Cancer;407;Yes;None;None;None;None;Tdark
ZNF280C;1107;1010;636;Age-Related Macular Degeneration;1161;No;None;None;None;None;Tdark
ZNF572;1108;1148;1253;Cancer;407;Yes;None;None;None;None;Tdark
ZNF160;1109;1367;1035;Alzheimer Disease;407;No;None;None;Anti-Longevity;None;Tbio
OLIG1;1110;814;835;Cancer;1161;No;None;None;None;None;Tbio
ZNF215;1110;1409;994;Cancer;407;Yes;None;None;None;None;Tbio
ZNF516;1110;500;1149;Cancer;1161;No;None;None;None;None;Tbio
NFXL1;1113;1097;1307;Cancer;407;Yes;None;None;None;None;Tdark
ZNF45;1113;935;1469;None;407;Yes;None;None;None;None;Tdark
BSX;1115;1092;559;Cancer;1161;No;None;None;None;None;Tbio
THAP9;1116;940;712;Cancer;1161;No;None;None;None;None;Tbio
ZMAT1;1117;1466;944;Cancer;407;Yes;None;None;None;None;Tdark
ZNF620;1117;1054;1356;Cancer;407;Yes;None;None;None;None;Tdark
ZNF611;1119;1269;1422;Cancer;127;Yes;None;None;Anti-Longevity;None;Tdark
TAL2;1120;480;1180;Alzheimer Disease;1161;No;None;None;None;None;Tbio
ZSCAN31;1120;1558;1136;Chronic Obstructive Pulmonary Disease;127;Yes;None;None;Anti-Longevity;None;Tbio
ZNF624;1122;1083;1332;Non-Alcoholic Fatty Liver Disease;407;No;None;None;Anti-Longevity;None;Tdark
ZNF292;1123;471;1191;Cancer;1161;No;None;None;None;None;Tbio
SOX14;1124;670;997;Cancer;1161;No;None;None;None;None;Tbio
ZNF180;1124;1168;1253;Cancer;407;Yes;None;None;None;None;Tdark
ZNF587;1126;1461;1241;Cancer;127;Yes;None;None;Anti-Longevity;None;Tbio
ZNF596;1127;1067;1356;Cancer;407;Yes;None;None;None;None;Tdark
ALX1;1128;473;1198;Cancer;1161;No;None;None;None;None;Tbio
ZNF502;1128;1293;1132;Alzheimer Disease;407;No;None;None;Anti-Longevity;None;Tbio
ZNF7;1130;1072;1356;Type 2 Diabetes Mellitus;407;No;None;None;Anti-Longevity;None;Tbio
ST18;1131;735;942;Cancer;1161;No;None;None;None;None;Tbio
ZNF660;1132;1436;996;Cancer;407;Yes;None;None;None;None;Tdark
ZNF696;1133;1012;1422;Cancer;407;Yes;None;None;None;None;Tdark
ZNF816;1134;1246;1469;None;127;Yes;None;None;Anti-Longevity;Low;Tdark
ZNF417;1135;1311;1405;Cancer;127;Yes;None;None;Anti-Longevity;None;Tdark
ZNF322;1136;1542;895;Cancer;407;No;None;None;Anti-Longevity;None;Tbio
PREB;1137;1244;1199;Non-Alcoholic Fatty Liver Disease;407;Yes;None;None;None;None;Tbio
SNAPC5;1137;1137;1306;Alzheimer Disease;407;Yes;None;None;None;None;Tdark
NEUROD6;1139;973;717;Alzheimer Disease;1161;No;None;None;None;None;Tbio
FOXI1;1140;521;1171;Cancer;1161;No;None;None;None;None;Tbio
ZSCAN20;1140;1286;1160;Cancer;407;Yes;None;None;None;None;Tdark
ZNF479;1142;337;1356;Cancer;1161;No;None;None;None;None;Tbio
ZNF91;1143;1179;1269;Cancer;407;Yes;None;None;None;None;Tbio
ZNF101;1144;665;1031;Atherosclerosis;1161;No;None;None;None;None;Tdark
ZBTB47;1145;1199;1253;Alzheimer Disease;407;Yes;None;None;None;None;Tdark
ZNF674;1146;1377;1079;Cancer;407;No;None;None;Anti-Longevity;None;Tdark
CEBPZ;1147;1057;646;Alzheimer Disease;1161;No;None;None;None;None;Tbio
BARX1;1148;629;1075;Cancer;1161;No;None;None;None;None;Tbio
ZNF774;1148;928;776;Atherosclerosis;1161;No;None;None;None;None;Tdark
ZBED4;1150;991;1469;None;407;No;None;Pro-Longevity;None;None;Tdark
FOXR1;1151;533;1174;Cancer;1161;No;None;None;None;None;Tbio
LBX1;1151;877;830;Cancer;1161;No;None;None;None;None;Tbio
ZNF19;1153;994;1469;None;407;Yes;None;None;None;None;Tdark
ZNF428;1153;1460;1003;Myocardial Infarction;407;Yes;None;None;None;None;Tdark
ZSCAN18;1153;1422;1041;Cancer;407;Yes;None;None;None;None;Tdark
MSANTD1;1156;734;981;Type 2 Diabetes Mellitus;1161;No;None;None;None;Low;Tdark
PLAGL2;1156;1001;714;Cancer;1161;No;None;None;None;None;Tbio
ZNF709;1156;1596;1153;Cancer;127;Yes;None;None;Anti-Longevity;None;Tdark
ZNF793;1156;1347;1122;Cancer;407;Yes;None;None;None;None;Tdark
ZNF432;1160;1333;1422;Cancer;127;Yes;None;None;Anti-Longevity;None;Tdark
GTF2IRD1;1161;701;1021;Cancer;1161;No;None;None;None;None;Tbio
MSANTD3;1161;1256;1220;Cancer;407;Yes;None;None;None;None;Tdark
ZNF28;1161;1287;1469;None;127;Yes;None;None;Anti-Longevity;None;Tdark
HOXA4;1164;883;840;Chronic Obstructive Pulmonary Disease;1161;No;None;None;None;Medium to Low;Tbio
ZNF433;1164;1519;958;Cancer;407;No;None;None;Anti-Longevity;None;Tdark
ZNF266;1166;1314;1165;Type 2 Diabetes Mellitus;407;Yes;None;None;None;None;Tbio
ZNF676;1167;1059;1422;Cancer;407;No;None;None;Anti-Longevity;None;Tdark
PHF1;1168;1235;495;Alzheimer Disease;1161;No;None;None;None;None;Tbio
ZNF808;1168;1295;1469;None;127;Yes;None;None;Anti-Longevity;None;Tdark
FBXL19;1170;696;1036;Cancer;1161;No;None;None;None;Low;Tbio
SNAPC4;1170;452;1280;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
ZNF133;1172;1264;1226;Cancer;407;No;None;None;Anti-Longevity;None;Tbio
MTERF2;1173;1393;1098;Cancer;407;Yes;None;None;None;None;Tbio
ZNF771;1173;1285;1206;Type 2 Diabetes Mellitus;407;Yes;None;None;None;None;Tdark
ZNF682;1175;272;1469;None;1161;No;None;None;None;None;Tdark
ZNF529;1176;1423;1076;Cancer;407;No;None;None;Anti-Longevity;None;Tdark
ZNF142;1177;281;1469;None;1161;No;None;None;None;None;Tbio
ZNF304;1178;1366;1140;Cancer;407;No;None;None;Anti-Longevity;None;Tbio
ZBTB8A;1179;1390;1117;Cancer;407;Yes;None;None;None;None;Tdark
ZNF202;1180;1560;949;Atherosclerosis;407;Yes;None;None;None;None;Tbio
ZNF770;1181;1260;1250;Alzheimer Disease;407;Yes;None;None;None;None;Tdark
ZNF571;1182;1106;1405;Alzheimer Disease;407;No;None;None;Anti-Longevity;None;Tdark
ZNF644;1182;574;1183;Benign Prostatic Hyperplasia;1161;No;None;None;None;None;Tbio
ZNF792;1184;1324;1469;None;127;Yes;None;None;Anti-Longevity;None;Tdark
GCM2;1185;633;1127;Cancer;1161;No;None;None;None;None;Tbio
BARHL1;1186;1166;595;Ischemic Stroke;1161;No;None;None;None;None;Tbio
FOXJ3;1187;747;1017;Alzheimer Disease;1161;No;None;None;None;None;Tbio
CDX1;1188;749;1016;Cancer;1161;No;None;None;None;None;Tbio
MEIS3;1188;1447;1072;Cancer;407;No;None;Anti-Longevity;None;None;Tbio
ZBTB21;1190;1234;1286;Cancer;407;Yes;None;None;None;None;Tbio
ZNF345;1190;1378;1422;Cancer;127;Yes;None;None;Anti-Longevity;None;Tdark
ZNF79;1190;1172;1348;Cancer;407;Yes;None;None;None;None;Tbio
ZNF425;1193;1334;1469;None;127;Yes;None;None;Anti-Longevity;None;Tdark
ZNF473;1193;1532;1271;Osteoporosis;127;Yes;None;None;Anti-Longevity;None;Tbio
SOHLH2;1195;493;1277;Cancer;1161;No;None;None;None;None;Tbio
ZNF443;1195;1335;1469;None;127;Yes;None;None;Anti-Longevity;None;Tbio
ZNF214;1197;1476;1332;Cancer;127;Yes;None;None;Anti-Longevity;None;Tbio
ZNF543;1197;1501;1027;Parkinson Disease;407;No;None;None;Anti-Longevity;None;Tdark
ZFHX2;1199;1344;1185;Cancer;407;No;None;Pro-Longevity;None;None;Tdark
ZUFSP;1200;1167;609;Cancer;1161;No;None;None;None;None;None
BHLHA15;1201;892;886;Cancer;1161;No;None;None;None;None;Tbio
ZNF486;1202;1064;1469;None;407;Yes;None;None;None;None;Tdark
ZNF382;1203;1349;1187;Cancer;407;No;None;None;Anti-Longevity;None;Tbio
ZNF860;1204;1424;1114;Type 2 Diabetes Mellitus;407;No;None;None;Anti-Longevity;None;Tdark
ZNF583;1205;1597;943;Cancer;407;No;None;None;Anti-Longevity;None;Tdark
ZNF223;1206;1356;1469;None;127;Yes;None;None;Pro-Longevity;None;Tdark
ZNF621;1207;1077;1469;None;407;No;None;None;Anti-Longevity;None;Tdark
NEUROD4;1208;791;1008;Parkinson Disease;1161;No;None;None;None;None;Tbio
FAM200B;1209;1089;711;Parkinson Disease;1161;No;None;None;None;None;Tdark
RLF;1209;1263;1291;Cancer;407;Yes;None;None;None;None;Tdark
ZNF782;1209;1412;1422;Cancer;127;Yes;None;None;Anti-Longevity;None;Tdark
SNAPC2;1212;1438;363;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tdark
ZNF514;1213;1308;1253;Chronic Obstructive Pulmonary Disease;407;Yes;None;None;None;None;Tdark
ZKSCAN4;1214;1489;1356;Cancer;127;Yes;None;None;Anti-Longevity;None;Tbio
BRF2;1215;1161;651;Cancer;1161;No;None;None;None;None;Tbio
RAX;1216;663;1152;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
ZNF804B;1216;669;1146;Alzheimer Disease;1161;No;None;None;None;None;Tdark
ZNF724;1218;1381;1469;None;127;Yes;None;None;Anti-Longevity;None;Tdark
ATF7;1219;625;1192;Cancer;1161;No;None;None;None;None;Tbio
ZNF33B;1220;1104;1469;None;407;Yes;None;None;None;None;Tdark
ZNF605;1221;1387;1469;None;127;Yes;None;None;Anti-Longevity;None;Tdark
ZNF613;1221;1500;1356;Cancer;127;Yes;None;None;Anti-Longevity;Low;Tdark
FOXI3;1223;905;918;Cancer;1161;No;None;None;None;None;Tbio
HOXB8;1224;742;1082;Cancer;1161;No;None;None;None;None;Tbio
ZBTB43;1224;1156;1422;Cancer;407;Yes;None;None;None;None;Tdark
ZFP62;1224;1502;1356;Cancer;127;Yes;None;None;Anti-Longevity;None;Tdark
ZNF414;1227;1327;1253;Cancer;407;Yes;None;None;None;None;Tdark
LCOR;1228;766;1062;Alzheimer Disease;1161;No;None;None;None;None;Tbio
ZNF607;1229;1301;1283;Cancer;407;No;None;None;Anti-Longevity;None;Tdark
ZNF846;1230;1116;1469;None;407;Yes;None;None;None;None;Tdark
PEG3;1231;966;868;Cancer;1161;No;None;None;None;None;Tbio
ZNF235;1232;1400;1469;None;127;Yes;None;None;Anti-Longevity;None;Tdark
POU4F3;1233;652;1186;Cancer;1161;No;None;None;None;None;Tbio
ZNF440;1234;1360;1233;Parkinson Disease;407;No;None;None;Anti-Longevity;None;Tdark
HOXB1;1235;783;1058;Cancer;1161;No;None;None;None;Medium to Low;Tbio
HSFY2;1236;1127;1469;None;407;No;None;Pro-Longevity;None;None;None
HSFY1;1237;1128;1469;None;407;No;None;Pro-Longevity;None;None;Tbio
ZNF506;1238;732;1113;Cancer;1161;No;None;None;None;None;Tdark
ZNF726;1238;1297;1302;Cancer;407;Yes;None;None;None;None;Tdark
ZNF775;1240;1180;1422;Cancer;407;Yes;None;None;None;None;Tdark
ZNF648;1241;380;1469;None;1161;No;None;None;None;None;Tdark
ZNF283;1242;1416;1469;None;127;Yes;None;None;Anti-Longevity;None;Tdark
CREBL2;1243;1279;1327;Cancer;407;Yes;None;None;None;Medium to Low;Tbio
ZFP69B;1243;1591;1295;Cancer;127;Yes;None;None;None;None;Tbio
ZNF302;1245;1514;1093;Myocardial Infarction;407;Yes;None;None;None;None;Tdark
PHF21A;1246;450;1405;Cancer;1161;No;None;None;None;None;Tbio
ZNF658;1246;1420;1469;None;127;Yes;None;None;Anti-Longevity;None;Tbio
ZNF561;1248;1518;1096;Myocardial Infarction;407;Yes;None;None;None;None;Tdark
ZNF141;1249;1346;1271;Cancer;407;Yes;None;None;None;None;Tbio
ZNF362;1250;1276;1342;Cancer;407;Yes;None;None;None;None;Tdark
SP2;1251;961;905;Cancer;1161;No;None;None;None;None;Tbio
ZNF260;1252;1152;1469;None;407;No;None;None;Anti-Longevity;None;Tdark
ZNF805;1252;1432;1469;None;127;Yes;None;None;Anti-Longevity;None;Tdark
ZNF675;1254;1218;1405;Cancer;407;Yes;None;None;None;None;Tbio
ZNF519;1255;1157;1469;None;407;Yes;None;None;None;None;Tdark
ZNF347;1256;1605;1302;Cancer;127;Yes;None;None;Anti-Longevity;None;Tdark
ZNF233;1257;1290;1339;Cancer;407;No;None;None;Anti-Longevity;None;Tdark
DUXA;1258;1238;1392;Cancer;407;No;None;Pro-Longevity;None;None;Tdark
ZSCAN1;1258;1397;1233;Cancer;407;Yes;None;None;None;None;Tbio
ZNF587B;1260;1524;1107;Alzheimer Disease;407;Yes;None;None;None;None;Tdark
ZFP37;1261;1563;1069;Cancer;407;No;None;None;Anti-Longevity;None;Tbio
ZMAT4;1261;659;1219;Alzheimer Disease;1161;No;None;None;None;Low;Tbio
ZNF530;1263;1620;1296;Cancer;127;Yes;None;None;Anti-Longevity;None;Tdark
ZBTB1;1264;543;1342;Cancer;1161;No;None;None;None;None;Tbio
ZNF26;1265;1564;1356;Alzheimer Disease;127;Yes;None;None;Anti-Longevity;None;Tdark
CSRNP2;1266;1506;1135;Cancer;407;Yes;None;None;None;None;Tdark
ZNF175;1267;1310;1332;Alzheimer Disease;407;No;None;None;Anti-Longevity;None;Tbio
FIZ1;1268;1175;1469;None;407;Yes;None;None;None;None;Tdark
RBPJL;1269;1444;447;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
ZNF8;1269;1486;1159;Cancer;407;Yes;None;None;None;None;Tdark
SOHLH1;1271;639;1253;Cancer;1161;No;None;None;None;None;Tbio
ZNF131;1271;866;1026;Cancer;1161;No;None;None;None;None;Tbio
ZNF814;1273;1458;1469;None;127;Yes;None;None;Anti-Longevity;None;Tdark
ZNF567;1274;1463;1467;Alzheimer Disease;127;Yes;None;None;Anti-Longevity;None;Tdark
CENPX;1275;1236;663;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
ZNF729;1276;1105;798;Age-Related Macular Degeneration;1161;No;None;None;None;None;Tdark
ZNF609;1277;900;1005;Cancer;1161;No;None;None;None;None;Tbio
ZNF232;1278;1318;588;Alzheimer Disease;1161;No;None;None;None;None;Tdark
ZNF765;1278;1429;477;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tdark
SCML4;1280;709;1200;Cancer;1161;No;None;None;None;None;Tdark
ZSCAN23;1281;1608;1337;Cancer;127;Yes;None;None;Anti-Longevity;None;Tdark
ZNF500;1282;1440;1227;Cancer;407;Yes;None;None;None;None;Tdark
ZNF280A;1283;1473;442;Heart Failure;1161;No;None;None;None;None;Tdark
